761,0,ef0f36f981c8e5d81717108bd128e350fcbe38df
763,0,e76ea33068abdb8d027a44fdcf3067d49001beaa
764,0,8e8b82700e52b07c746f9acbd82fb8038d9c3543
765,0,ac4c154c358cb44eccb5fa973004782cd80a59eb
769,0,c5002b02cd1cb195c202b59a6ded17951fa423dc
771,0,6d546ec81795e1ceecb2cabde612d45c16a39a32
776,0,f1a70e816e8e9ba8d7495dd221b087739b1ef279
797,0,33f99d27d8acad1248de8417df9c443982da1d25
799,0,7a895d5ebc47738b22920b26b7f9794100018f14
802,0,02e84b4e550d6ba78e612f4c25477f2db858d793
803,0,bfe2373a3d91c2957b82e30a30dc288903d58eee
813,0,3d06b68e0e208ad92183c102653d9fc9a167e30c
816,0,f77703a040a3d12e60247af6321a3e20dae87c72
818,0,d954ca4d5899d00df2001ec877fc3ffe94ee28d8
819,0,fec8aebf1452ba0a07064c090bf1b620709d5ef5
837,0,34e7d00e4b5e2f8100712b28e348859dc185f42b
842,0,369c99b0539a509de3d51cb5bf9a03dd85bcc2e9
846,0,9e1f377c4f21b899d16f4c62450c68691f4b42a8
859,0,afdb4ed6eaae4e7bcd7caf45a5a90ce2031a02d5
861,0,b53da04d63554049e5b3895321b994c9c20b140a
866,0,d74313cd4989848ab8cb3106a22cc1c8378cde58
867,0,de49bcea2eb82b047ed99e5dae2190389e2a79e4
875,0,5a872b4517410def8b08290ebd0645b053be4e32
882,0,736b7944a1bcd1329049808ab77200342058fdfb
885,0,2fcf0cfc53ab03cb2742a2979c2cc6b6935034d3
886,0,5f04e2771954735e8c79189f9b11aaf5939f9195
888,0,4c7b80df408088a959bca12fe168ef4ffc039cdb
889,0,87609733c25b55663815e9e953849c083c4f6149
891,0,58502ebe0e45eab6f0ca6dd8624cb9eac55ae961
892,0,56bcc2f1b8abbaba6f695f07af3c5bf69dd60173
899,0,d2bf0a304c9da2a4cb3d58673eb38c3c2619bab7
901,0,2f31bc6d639a724f60880118789b418d21a65564
904,0,4571675a785cf27b01455331d41629d0aa0c4c6d
906,0,3755ebbca2bc019cea1633897c97b08a6bad4e71
913,0,0a989a943c2c5971ee5fbc6daa7a58abd641e83a
914,0,9b5a6543d5bcca85176ac19d1c5fca80911fbb2e
917,0,e97c9f71197fcea5cddc0f7c36f16df1714fb0bb
918,0,ea43e9de6d23aaf93ff60ff5e0850471cfe39826
919,0,59870b0de3687b1eb1bd0e38353803077c764590
925,0,0d97a7da226d93b8b87467efde523aa2120ceabc
926,0,0d97a7da226d93b8b87467efde523aa2120ceabc
930,0,251930b6f131025423207a8a3ea02c21b50bf400
931,0,f24a28a51520844e5580408bf7290e79e6a0acf1
932,0,f38881bd757d7a30857ae4e12bbdc7b81338b6bf
933,0,0cf9b6917590b2c743a38003b11b477589d80d77
940,0,1862a6ff9b98782d8444f673c1c75a893074c7ea
942,0,259df1b53212b181f0e7da7cd0735eb008e66229
943,0,367dcd841167d003ac172edafd05b843d10ef8ee
946,0,1551fd2fcd0c41409a26f5c8c32c25d99e059eb4
948,0,8daf2b340822d9165fb25e326a7c2a7fe74c915b
962,0,5eb5d125bb5170aa5bac2136ae14079a80fc3e75
975,0,440d0439d1555479f601a5ac86ae635fa2b8701f
982,0,1e1c39644fa2efe85b0042a83269f13debdbad6d
985,0,956f022fab3a625cadee5777213d33dd89996700
986,0,41bef7c0b619c7bc925326451a56071b5736580a
